,Gene_Name,mantis_ml_proba,mantis_ml_perc,
130,HNF4A,0.995229406202667,99.3020508965961,
131,NOS1,0.995145421241761,99.2966820573392,
132,OAT,0.995032447466112,99.2913132180822,
133,TNNT2,0.995007870264052,99.2859443788252,
134,LAMA3,0.994987116874051,99.2805755395683,
135,NIPBL,0.994949287535056,99.2752067003113,
136,BMP2,0.994948254580045,99.2698378610544,
137,LPIN1,0.994914510833997,99.2644690217974,
138,SPTA1,0.994823541791771,99.2591001825405,
139,USH1G,0.994781076861944,99.2537313432835,
140,GRIN2B,0.99476659082871,99.2483625040266,
141,MED12,0.994653066111306,99.2429936647696,
142,TGFB2,0.994598829330923,99.2376248255127,
143,IFT80,0.994574755247482,99.2322559862557,
144,TMPRSS6,0.99455950267114,99.2268871469988,
145,MCCC1,0.994518927654865,99.2215183077418,
146,BMP7,0.994451917397422,99.2161494684849,
147,HSD17B4,0.994442453721759,99.2107806292279,
148,DBT,0.994410106894695,99.205411789971,
149,NF1,0.994345550356752,99.200042950714,
150,COX15,0.994223493892377,99.1946741114571,
151,WRN,0.994139823591052,99.1893052722001,
152,BBS5,0.994100964522046,99.1839364329432,
153,LAMA1,0.994050840999089,99.1785675936862,
154,ADCY3,0.994019258344367,99.1731987544293,
155,CRYBB2,0.993984346922035,99.1678299151723,
156,SCN4A,0.993980456158052,99.1624610759153,
157,LAMB3,0.993967764725822,99.1570922366584,
158,PLOD1,0.993954384477738,99.1517233974014,
159,CACNA1S,0.993950795747528,99.1463545581445,
160,ABCA1,0.993841406278708,99.1409857188875,
161,HADHB,0.993811225701727,99.1356168796306,
162,TP63,0.993666173844288,99.1302480403736,
163,SIX1,0.993656356644434,99.1248792011167,
164,OGDH,0.993600494928101,99.1195103618597,
165,NDUFS3,0.993552527871083,99.1141415226028,
166,COL5A1,0.993535851445178,99.1087726833458,
167,DNAH5,0.993512907929675,99.1034038440889,
168,RAD50,0.993506267429189,99.0980350048319,
169,ATM,0.993476966106142,99.092666165575,
170,PKP2,0.993467962535445,99.087297326318,
171,NDUFV1,0.993466730247546,99.0819284870611,
172,CACNA1A,0.99343092263397,99.0765596478041,
173,DDC,0.993407458394977,99.0711908085472,
174,ALDH1A2,0.993362122116645,99.0658219692902,
175,LARS,0.993339537706707,99.0604531300333,
176,PTCH1,0.993321656186464,99.0550842907763,
177,HNF1B,0.993302806567743,99.0497154515193,
178,SALL1,0.993132827421066,99.0443466122624,
179,CRYBA1,0.993117708618782,99.0389777730054,
180,ACACA,0.993090335210672,99.0336089337485,
181,EXT2,0.993086876509697,99.0282400944915,
182,LAMB1,0.993030908176326,99.0228712552346,
183,CTNNB1,0.993026318879195,99.0175024159776,
184,AGL,0.992963813612391,99.0121335767207,
185,HEXA,0.992947978930446,99.0067647374637,
186,CYP1A1,0.992945286598078,99.0013958982068,
187,BLM,0.99289757375382,98.9960270589498,
188,INHBA,0.992823581423445,98.9906582196929,
189,KCNA1,0.992810513929456,98.9852893804359,
190,THBS1,0.992785261808279,98.979920541179,
191,PPARG,0.992579697189301,98.974551701922,
192,GATA1,0.992577717811848,98.9691828626651,
193,PLA2G6,0.992494913603707,98.9638140234081,
194,FGG,0.992370466593941,98.9584451841511,
195,DMD,0.992364369470166,98.9530763448942,
196,IRS1,0.99233592245501,98.9477075056372,
197,CCDC39,0.992322155841752,98.9423386663803,
198,NOS2,0.99231062977853,98.9369698271233,
199,FGF8,0.992300538726067,98.9316009878664,
200,TF,0.992264387986457,98.9262321486094,
201,SCNN1B,0.992242454961369,98.9208633093525,
202,ALDH5A1,0.992206406763264,98.9154944700955,
203,SIX3,0.992124346793105,98.9101256308386,
204,CDH23,0.992120672270752,98.9047567915816,
205,CYP11B1,0.992107568355274,98.8993879523247,
206,LDLR,0.992058166804764,98.8940191130677,
207,HNF1A,0.992049722115725,98.8886502738108,
208,ATR,0.992039594024021,98.8832814345538,
209,BMP4,0.991972046620388,98.8779125952969,
210,PDHX,0.991939957525147,98.8725437560399,
211,DHCR7,0.991918350640525,98.867174916783,
212,PDGFRA,0.991874619803649,98.861806077526,
213,RARS2,0.991843524845538,98.8564372382691,
214,DNAAF1,0.991835620624239,98.8510683990121,
215,CC2D2A,0.991794788731554,98.8456995597551,
216,ABCA12,0.991709851180493,98.8403307204982,
217,BMPR1A,0.991565903008521,98.8349618812412,
218,INSR,0.991558623601058,98.8295930419843,
219,SMO,0.991537822838867,98.8242242027273,
220,NPHP3,0.991135282745215,98.8188553634704,
221,NKX2-5,0.991128101065045,98.8134865242134,
222,MTR,0.991096949735756,98.8081176849565,
223,PKLR,0.990925410973864,98.8027488456995,
224,ACADS,0.990923683231225,98.7973800064426,
225,PFKM,0.990922625342709,98.7920111671856,
226,MTOR,0.99089910589865,98.7866423279287,
227,LIPC,0.990887985400301,98.7812734886717,
228,SLC35D1,0.990863311305338,98.7759046494148,
229,LRP5,0.990786578336105,98.7705358101578,
230,MYO5A,0.990785299037865,98.7651669709008,
231,SLC6A4,0.990768201446917,98.7597981316439,
232,HIF1A,0.990748093836065,98.7544292923869,
233,TULP3,0.990714046214547,98.74906045313,
234,PKHD1,0.990608373165752,98.743691613873,
235,ATP7A,0.990521948945558,98.7383227746161,
236,APOA1,0.990472372019893,98.7329539353591,
237,COL4A2,0.990464303882141,98.7275850961022,
238,JAG1,0.990447857030969,98.7222162568452,
239,MEF2C,0.990386529403635,98.7168474175883,
240,GBA,0.990361705661408,98.7114785783313,
241,ATP7B,0.990352988437824,98.7061097390744,
242,ROBO2,0.990309448133389,98.7007408998174,
243,CHRNB2,0.990307744093801,98.6953720605605,
244,ROR2,0.990279969036106,98.6900032213035,
245,STRA6,0.990188110612718,98.6846343820466,
246,SHMT2,0.990175006111882,98.6792655427896,
247,AKAP6,0.990116741883339,98.6738967035326,
248,NOG,0.989991445687794,98.6685278642757,
249,GATA2,0.989967992660935,98.6631590250187,
250,ALX4,0.989934830471998,98.6577901857618,
251,WDPCP,0.989922795212204,98.6524213465048,
252,NDUFS2,0.989791323207281,98.6470525072479,
253,XIRP2,0.989771906145537,98.6416836679909,
254,PROC,0.98975859129182,98.636314828734,
255,BCL2,0.989735008567058,98.630945989477,
256,CFTR,0.989698349270334,98.6255771502201,
257,PPARGC1A,0.989698327149622,98.6202083109631,
258,EDN1,0.989663115376702,98.6148394717062,
259,NRG1,0.989661215552732,98.6094706324492,
260,WNT3A,0.98965882837171,98.6041017931923,
261,EPRS,0.98957491778621,98.5987329539353,
262,PKD1L1,0.989558584635964,98.5933641146784,
263,LAMA5,0.989542148691528,98.5879952754214,
264,SLX4,0.989516179536309,98.5826264361645,
265,FRS2,0.989409240935869,98.5772575969075,
266,TGFBR3,0.989344547647649,98.5718887576506,
267,DSP,0.989311216532097,98.5665199183936,
268,LGR5,0.989301415509571,98.5611510791366,
269,KIF20B,0.989266386278932,98.5557822398797,
270,RPGR,0.989206803645016,98.5504134006227,
271,LAMC2,0.989163525128979,98.5450445613658,
272,PIK3CG,0.989148752878068,98.5396757221088,
273,OCA2,0.989148332765192,98.5343068828519,
274,F8,0.989090308129833,98.5289380435949,
275,NRP1,0.989078559332843,98.523569204338,
276,RS1,0.989055695005491,98.518200365081,
277,CACNA1B,0.988979855337425,98.5128315258241,
278,GHR,0.988912503424248,98.5074626865671,
279,NEB,0.988822343837936,98.5020938473102,
280,NR4A3,0.988768484341225,98.4967250080532,
281,TBX1,0.988718988095104,98.4913561687963,
282,LRP4,0.988701149839859,98.4859873295393,
283,OGG1,0.988676622733539,98.4806184902824,
284,ATP6V0A4,0.988660025008071,98.4752496510254,
285,AARS2,0.988617875073159,98.4698808117684,
286,FN1,0.988612650468916,98.4645119725115,
287,BRCA1,0.988535240245819,98.4591431332545,
288,CDON,0.988532097307388,98.4537742939976,
289,TBX5,0.988493969044619,98.4484054547406,
290,FGF10,0.988467233411488,98.4430366154837,
291,TLR4,0.988444491673543,98.4376677762267,
292,ACTA1,0.988348877017808,98.4322989369698,
293,PTGS2,0.988335778758397,98.4269300977128,
294,PCDH15,0.988308333424593,98.4215612584559,
295,GOT1,0.988282569342749,98.4161924191989,
296,LPL,0.988240597951027,98.410823579942,
297,BBS9,0.988154283000708,98.405454740685,
298,TTC8,0.988086074640397,98.4000859014281,
299,KRT2,0.988037430646996,98.3947170621711,
300,SCNN1A,0.987973645107038,98.3893482229142,
301,LRP2,0.987963795431432,98.3839793836572,
302,CPT1B,0.987961049198151,98.3786105444003,
303,MYH7,0.987894023208047,98.3732417051433,
304,SLC26A5,0.987743076375909,98.3678728658864,
305,POR,0.98771781561278,98.3625040266294,
306,FXN,0.987620195674716,98.3571351873724,
307,KRT4,0.987598919302768,98.3517663481155,
308,GLRB,0.987562973633773,98.3463975088585,
309,PAX8,0.987545292035527,98.3410286696016,
310,GLI1,0.987528244399104,98.3356598303446,
311,CRYAA,0.987496970801481,98.3302909910877,
312,FAH,0.987464899258026,98.3249221518307,
313,PDE6G,0.987448103105392,98.3195533125738,
314,NDUFA9,0.987415946363009,98.3141844733168,
315,TMEM67,0.987205598202947,98.3088156340599,
316,HMGCR,0.987197964757257,98.3034467948029,
317,CHRNA4,0.987189736754088,98.298077955546,
318,ERBB4,0.987176315401317,98.292709116289,
319,ATRX,0.987159984705629,98.2873402770321,
320,ATF6,0.987152413500259,98.2819714377751,
321,SLC6A3,0.987145518095652,98.2766025985182,
322,PHGDH,0.987117341180982,98.2712337592612,
323,ERCC4,0.987086147870158,98.2658649200043,
324,ABCA4,0.9870490788213,98.2604960807473,
325,DLG1,0.987031516181464,98.2551272414903,
326,FGF9,0.987018588576275,98.2497584022334,
327,OTC,0.986985141631043,98.2443895629764,
328,CHD7,0.986983518379173,98.2390207237195,
329,AKT1,0.986822414204105,98.2336518844625,
330,GC,0.986807181061278,98.2282830452056,
331,PDE6B,0.986803806612028,98.2229142059486,
332,GK,0.986783204165207,98.2175453666917,
333,SUCLA2,0.986747614568036,98.2121765274347,
334,MYL2,0.98670110991436,98.2068076881778,
335,COL4A1,0.9866572868789,98.2014388489208,
336,PDGFRB,0.986653923237593,98.1960700096639,
337,NEDD4,0.986638166465398,98.1907011704069,
338,GLRA1,0.986625091777971,98.18533233115,
339,EP300,0.986608877736261,98.179963491893,
340,MPI,0.986589650860265,98.1745946526361,
341,FMN1,0.986564301915465,98.1692258133791,
342,SOX9,0.986557887163856,98.1638569741222,
343,ATP1A2,0.98654498311801,98.1584881348652,
344,PLCG2,0.986486885996152,98.1531192956082,
345,ITPR2,0.986417664940996,98.1477504563513,
346,PIGQ,0.986399677099295,98.1423816170943,
347,NOTCH1,0.986349528228636,98.1370127778374,
348,WNT5A,0.986289594221646,98.1316439385804,
349,PROX1,0.986211600854807,98.1262750993235,
350,TPP1,0.986192681466949,98.1209062600665,
351,ERBB3,0.986174930946209,98.1155374208096,
352,NDUFV2,0.986120317646613,98.1101685815526,
353,LEP,0.9860841670526,98.1047997422957,
354,DNMT3A,0.986065332989847,98.0994309030387,
355,ACE,0.986010890639305,98.0940620637818,
356,SYNE1,0.985954613266252,98.0886932245248,
357,GART,0.985930663809101,98.0833243852679,
358,STAT3,0.985917914336179,98.0779555460109,
359,HCN4,0.985907539644069,98.072586706754,
360,WNT4,0.985905856826148,98.067217867497,
361,GABRB3,0.985866753331445,98.06184902824,
362,CASK,0.985704018409716,98.0564801889831,
363,CYP1A2,0.985698476290274,98.0511113497262,
364,CACNA1F,0.985492696516934,98.0457425104692,
365,ACAD9,0.985472519435286,98.0403736712123,
366,GLUD1,0.985465355796599,98.0350048319553,
367,FGFR1,0.985419544208631,98.0296359926983,
368,RUNX2,0.985383920428798,98.0242671534414,
369,MBD4,0.985352830019068,98.0188983141844,
370,VPS13D,0.985273276196026,98.0135294749275,
371,EYA4,0.985108269088068,98.0081606356705,
372,SLC12A5,0.985101094581556,98.0027917964136,
373,ACAT1,0.985098309030103,97.9974229571566,
374,ICAM1,0.98507688313727,97.9920541178997,
375,TRPM6,0.985033342445329,97.9866852786427,
376,DLX5,0.984977102429143,97.9813164393858,
377,WNT1,0.984930038139029,97.9759476001288,
378,PCK1,0.984879993532153,97.9705787608719,
379,ITGB1,0.984861881322142,97.9652099216149,
380,TRAF6,0.984860551309151,97.959841082358,
381,AKAP9,0.984856541345817,97.954472243101,
382,ANK1,0.984851168294904,97.949103403844,
383,ACADL,0.984822479172318,97.9437345645871,
384,COL17A1,0.984815669527188,97.9383657253301,
385,ROM1,0.984715155626736,97.9329968860732,
386,PPM1K,0.984605076092195,97.9276280468162,
387,PALB2,0.98452612793063,97.9222592075593,
388,FOXC2,0.984526065289412,97.9168903683023,
389,ADAMTS13,0.98452014585991,97.9115215290454,
390,KCNQ1,0.984516960664754,97.9061526897884,
391,SOX6,0.984510666214781,97.9007838505315,
392,NOS3,0.984458548270207,97.8954150112745,
393,TIMELESS,0.984363080859497,97.8900461720176,
394,PKD2,0.98431416184185,97.8846773327606,
395,VLDLR,0.984169675661748,97.8793084935037,
396,CNGA3,0.984043484623206,97.8739396542467,
397,FAT1,0.983837563877769,97.8685708149898,
398,SOX11,0.983764925579172,97.8632019757328,
399,CYP11A1,0.983740417242465,97.8578331364758,
400,NOTCH2,0.983522400897867,97.8524642972189,
401,TGFB1,0.98350918468084,97.8470954579619,
402,FECH,0.98350616828667,97.841726618705,
403,IGF1,0.983499865978175,97.836357779448,
404,FH,0.983492118587176,97.8309889401911,
405,MCM10,0.983409626615142,97.8256201009341,
406,GUCA1A,0.983405939698512,97.8202512616772,
407,CASP8,0.983405793242935,97.8148824224202,
408,JAK2,0.983375411444869,97.8095135831633,
409,DYNC2LI1,0.983309479807997,97.8041447439063,
410,TJP2,0.983260483742928,97.7987759046494,
411,SLC3A1,0.983220708483601,97.7934070653924,
412,CAV1,0.983211642496391,97.7880382261355,
413,ITGB4,0.983193142562251,97.7826693868785,
414,GPC3,0.983165927936291,97.7773005476216,
415,APOA4,0.983096318133501,97.7719317083646,
416,DBH,0.982997181460952,97.7665628691077,
417,GGCX,0.98293625630386,97.7611940298507,
418,MTHFD1,0.982892551434478,97.7558251905938,
419,ASPH,0.982875834594593,97.7504563513368,
420,ALDOB,0.982694665244423,97.7450875120798,
421,MMP13,0.982662421348067,97.7397186728229,
422,FOXP2,0.982547006349934,97.7343498335659,
423,SLIT2,0.982526447942264,97.728980994309,
424,XDH,0.982501029596179,97.723612155052,
425,RTTN,0.982492484427273,97.7182433157951,
426,SRC,0.982364560171006,97.7128744765381,
427,MTHFS,0.982302582853935,97.7075056372812,
428,LAMA2,0.982239003997834,97.7021367980242,
429,AKR1B1,0.982083061120432,97.6967679587673,
430,TSC1,0.982075888363113,97.6913991195103,
431,DRD2,0.982045931613771,97.6860302802534,
432,FAT4,0.981917239221088,97.6806614409964,
433,KCNA2,0.981892535033363,97.6752926017395,
434,ANK2,0.981769156965551,97.6699237624825,
435,KRT6A,0.981697097740711,97.6645549232256,
436,KRT14,0.98169262737559,97.6591860839686,
437,TEK,0.981674931860738,97.6538172447116,
438,ANGPTL3,0.981673086017076,97.6484484054547,
439,FOXH1,0.981655752586401,97.6430795661977,
440,PEX13,0.981572392759859,97.6377107269408,
441,CRYGD,0.981491517441246,97.6323418876838,
442,SIX2,0.981429067287229,97.6269730484269,
443,MCOLN3,0.981315459740245,97.6216042091699,
444,ANK3,0.981264401254323,97.616235369913,
445,COL12A1,0.981262699028212,97.610866530656,
446,PGAP1,0.981215709614825,97.6054976913991,
447,PLG,0.981103932492643,97.6001288521421,
448,HSPG2,0.981055603068366,97.5947600128852,
449,ATP6V1B1,0.981054946728527,97.5893911736282,
450,HTR2B,0.980877985109434,97.5840223343713,
451,CDK5RAP2,0.98086478947406,97.5786534951143,
452,CDH3,0.980830689611982,97.5732846558574,
453,TTC26,0.980652573650469,97.5679158166004,
454,SZT2,0.980606246933036,97.5625469773435,
455,LTBP1,0.980557422487652,97.5571781380865,
456,EXT1,0.980553994440021,97.5518092988296,
457,IARS2,0.98041798762368,97.5464404595726,
458,ISL1,0.980401558865758,97.5410716203156,
459,RP1L1,0.980379600517475,97.5357027810587,
460,KCNE1,0.980350279506654,97.5303339418017,
461,COL5A2,0.980211671652836,97.5249651025448,
462,ABCB11,0.980154052659777,97.5195962632878,
463,ALX1,0.980152263147582,97.5142274240309,
464,DCLRE1A,0.980094810312675,97.5088585847739,
465,EFEMP1,0.980064161258291,97.503489745517,
466,ITGA2,0.980032549578979,97.49812090626,
467,OSR1,0.980003809264886,97.4927520670031,
468,SHC1,0.979980855533778,97.4873832277461,
469,AKR1A1,0.979960146196143,97.4820143884892,
470,NR5A2,0.979930251627818,97.4766455492322,
471,GSS,0.979893021141664,97.4712767099753,
472,EVC,0.979779526537488,97.4659078707183,
473,FZD3,0.979706768318112,97.4605390314614,
474,BCKDHA,0.979678236639432,97.4551701922044,
475,PKD1,0.979667466752335,97.4498013529475,
476,MAPK1,0.97965300772586,97.4444325136905,
477,ERCC2,0.979586525415099,97.4390636744335,
478,DLST,0.979579071136941,97.4336948351766,
479,EN1,0.979558764325346,97.4283259959196,
480,SLC34A2,0.979488830374944,97.4229571566627,
481,LHX1,0.979467424426077,97.4175883174057,
482,ERCC6,0.979426632834386,97.4122194781488,
483,NPHS1,0.979425657864188,97.4068506388918,
484,ATP2B2,0.979398286370156,97.4014817996349,
485,TARS2,0.979354833699721,97.3961129603779,
486,RELN,0.979333231688426,97.390744121121,
487,MTHFD2,0.979283682089298,97.385375281864,
488,PDE6A,0.979203339115425,97.3800064426071,
489,RAX,0.979157470413135,97.3746376033501,
490,KCNQ2,0.979078196611936,97.3692687640931,
491,PCNT,0.979055415510069,97.3638999248362,
492,CLN6,0.978932287335688,97.3585310855793,
493,CLCN1,0.97892981742405,97.3531622463223,
494,POU4F3,0.978928739923022,97.3477934070654,
495,GRK1,0.978915328331435,97.3424245678084,
496,DPAGT1,0.978892208734335,97.3370557285514,
497,BCAT2,0.978786362078351,97.3316868892945,
498,NTRK2,0.978727623033742,97.3263180500375,
499,ALAS2,0.978721696434007,97.3209492107806,
500,DVL2,0.978688265808245,97.3155803715236,
501,LARS2,0.978488904798966,97.3102115322667,
502,GCDH,0.978399249930565,97.3048426930097,
503,CNGA1,0.978322849564315,97.2994738537528,
504,USH1C,0.978312989662216,97.2941050144958,
505,POMGNT1,0.978161264884037,97.2887361752389,
506,RARB,0.978118239562527,97.2833673359819,
507,PAM,0.977993607522556,97.277998496725,
508,KIF16B,0.977867210707116,97.272629657468,
509,UGGT1,0.977761306836619,97.2672608182111,
510,STAR,0.97771527592206,97.2618919789541,
511,RGS9,0.977637531293775,97.2565231396972,
512,FOXC1,0.977572636298585,97.2511543004402,
513,CHM,0.977462975655359,97.2457854611832,
514,KCNJ2,0.977426732371596,97.2404166219263,
515,NDP,0.977419222396335,97.2350477826693,
516,GNS,0.977343615334769,97.2296789434124,
517,SMAD3,0.97732791673805,97.2243101041554,
518,MYBPC3,0.977273343710293,97.2189412648985,
519,EDA,0.977271141004782,97.2135724256415,
520,CASQ2,0.977256179489577,97.2082035863846,
521,ENPP1,0.977172347430958,97.2028347471276,
522,PDSS2,0.977138222215595,97.1974659078707,
523,RET,0.977122755667632,97.1920970686137,
524,UTRN,0.977101269753491,97.1867282293568,
525,CRYGB,0.97699402455466,97.1813593900998,
526,COL4A4,0.976971139891135,97.1759905508429,
527,AARS,0.976935605759624,97.1706217115859,
528,DRD1,0.976924556537444,97.165252872329,
529,IFT74,0.976891957238575,97.159884033072,
530,KCNJ1,0.976849653069299,97.1545151938151,
531,MTAP,0.976757472790474,97.1491463545581,
532,HHIP,0.976701694795468,97.1437775153012,
533,SLC11A2,0.976652248581775,97.1384086760442,
534,ACTC1,0.976619192043439,97.1330398367872,
535,EXOC4,0.976588329839897,97.1276709975303,
536,POMT1,0.976436196951958,97.1223021582733,
537,ALDH6A1,0.976349026964632,97.1169333190164,
538,PLCB1,0.976196735863626,97.1115644797594,
539,VCAN,0.976148801840225,97.1061956405025,
540,ALG8,0.976087134262691,97.1008268012455,
541,LEF1,0.976063430732426,97.0954579619886,
542,CYP7A1,0.975997559858868,97.0900891227316,
543,PCSK5,0.975741373630291,97.0847202834747,
544,MYH10,0.975668331277652,97.0793514442177,
545,CCDC66,0.975658543489407,97.0739826049608,
546,ALOX12B,0.975553293240132,97.0686137657038,
547,EIF2AK4,0.975536360820915,97.0632449264469,
548,ABCB7,0.975518278258224,97.0578760871899,
549,TNF,0.975426137394466,97.052507247933,
550,BCL11B,0.975395978039215,97.047138408676,
551,GRHL2,0.975386787674524,97.041769569419,
552,AQP1,0.975191445539284,97.0364007301621,
553,PSEN1,0.975087955675715,97.0310318909051,
554,CYP2E1,0.975033978329032,97.0256630516482,
555,MYH9,0.975016153412922,97.0202942123912,
556,LDHA,0.974937160452756,97.0149253731343,
557,GALC,0.974896234284662,97.0095565338773,
558,SLC26A3,0.974839346372176,97.0041876946204,
559,RXRA,0.974718738345492,96.9988188553634,
560,CYP26A1,0.974607000984845,96.9934500161065,
561,SPTBN1,0.97459161198892,96.9880811768495,
562,PAX3,0.974588865184454,96.9827123375926,
563,KIF7,0.974518166912704,96.9773434983356,
564,ACAD8,0.974397736403265,96.9719746590787,
565,TAT,0.974380881076032,96.9666058198217,
566,TRPM7,0.974367466692567,96.9612369805648,
567,PTGS1,0.974360716763746,96.9558681413078,
568,TWIST1,0.974311496841228,96.9504993020509,
